transientid,ML_PROB_REAL,y_true
863923,0.868345,1
677679,1.0045899e-19,0
912692,2.7791456e-09,0
215859,1.0,1
719450,6.296778e-23,0
719464,5.6515264e-23,0
692136,1.9648768e-24,0
393788,1.0,1
2951465,0.018221218,0
537087,0.99999976,1
1468887,0.0011519075,0
230988,7.315075e-05,0
1034423,0.9352111,0
1350480,0.999997,1
1203887,9.336219e-05,0
2558836,1.0,1
1193186,1.0,1
2119169,1.0,1
37457,1.0,1
2210420,3.1346986e-10,0
1998911,1.0,1
2578723,0.0016481417,0
565239,1.0,1
2673583,1.7729417e-05,0
239640,1.0,1
2665877,1.0,1
721137,1.0,1
410978,1.0,1
1468463,0.24434234,0
1099484,1.4870453e-05,0
1349164,6.1649284e-06,0
542400,3.1551666e-05,0
929058,0.999998,1
631295,5.4289174e-08,0
1719904,1.0,1
2081976,1.0,1
2549437,1.0,1
2908891,1.0,1
231055,0.0,0
393299,0.98677945,1
780319,7.526848e-06,0
573146,1.0,1
859306,1.0,1
2555948,4.1666888e-05,0
962495,1.0,1
1467571,0.0131364195,0
2398497,2.316666e-09,0
138372,2.3544586e-13,0
2736622,0.0009229862,0
1190108,8.333481e-06,0
562873,1.0,1
554906,9.107866e-08,0
546748,0.00017303653,0
565199,2.8936229e-06,0
2548023,2.0456156e-14,0
545052,1.77518e-05,0
1096168,4.6572504e-06,0
1267383,2.867934e-05,0
1618421,1.0,1
227526,1.0,1
544137,0.001442019,0
1875562,1.0,1
1208855,0.9228803,0
224143,1.0,1
2668836,1.9357346e-06,0
8480,1.176875e-34,0
835969,1.0,1
2659150,8.0736645e-23,0
284712,2.5919373e-12,0
2998014,2.2042532e-10,0
670397,8.836924e-32,0
204720,1.0,1
635102,3.085282e-05,0
2234219,1.44483965e-05,0
552872,2.1485548e-26,0
1350308,0.91736615,1
414924,0.00014331412,0
260474,2.8028953e-05,0
2203884,1.0,1
2089339,1.0,1
1197852,1.1511699e-05,0
862947,3.041399e-06,0
622953,0.9999949,1
7028,1.0,1
9329,0.99995184,1
2683979,0.52062464,1
1097765,0.85586345,1
851343,0.0002881517,0
183204,0.0001215369,0
2577563,1.0,1
7045,0.99999785,1
2729182,4.4283697e-06,0
1622438,1.0,1
2059775,1.0,1
563000,2.2889626e-06,0
40291,1.9773973e-08,0
518699,8.0889855e-08,0
2057555,1.0,1
1052442,1.0,1
2253414,1.7245675e-28,0
911226,0.0019944145,0
1997607,1.0,1
1923071,1.0,1
2658859,1.4241608e-05,0
931281,0.9923637,1
1313384,0.99999976,1
281931,1.8957469e-06,0
772828,1.0,1
2996671,4.6304216e-05,0
1300186,3.520986e-08,0
1507713,1.0,1
2683671,1.0,1
827188,4.201007e-10,0
2761053,0.00012261036,0
2703650,1.0,1
1033983,0.0012483627,0
635260,7.411114e-27,0
2120205,1.0,1
801056,1.0,1
1188801,0.9999924,1
925843,0.0002235114,0
2628278,1.0,1
1923177,1.0,1
361530,6.5712848e-06,0
2527536,1.3965494e-07,0
6071,0.9999888,1
1469242,0.00065888016,0
18423,1.3064797e-33,0
47708,1.3970237e-09,0
2281808,1.0,1
361649,8.794825e-08,0
239885,1.0,1
2169339,1.0,1
41244,4.8837054e-09,0
770512,1.0,1
350003,9.7768905e-05,0
510,4.5623297e-12,0
541119,1.0,1
1316680,3.1104934e-14,0
1663091,0.9999999,1
2427465,1.0,1
551341,0.00016828006,0
798839,1.0,1
497549,0.9996747,1
562565,7.3242875e-37,0
2651161,0.999244,1
2185989,3.65783e-07,0
470433,7.3187745e-10,0
852753,1.8744166e-05,0
799347,1.0,1
693889,2.564171e-06,0
562735,3.9016113e-14,0
637198,0.0013612804,0
2671390,1.0,1
469563,5.5167004e-13,0
794910,1.0,1
2655325,6.03463e-10,0
239536,4.763002e-05,0
644358,2.7094586e-05,0
2350954,1.788555e-05,0
853973,1.0,1
532081,1.0,1
1468965,1.0,1
211835,1.0,1
562131,0.0,0
381886,1.0,1
222982,1.0,1
2345403,1.0,1
386141,1.0,1
1744981,1.0,1
332775,3.2107526e-12,0
1188828,4.795251e-13,0
517881,3.935741e-13,0
2880209,1.1419133e-16,0
1467600,7.860054e-09,1
1089771,1.0,1
745025,1.0,1
1873253,1.0,1
10784,2.8121597e-26,0
1954502,0.999907,1
450433,0.00019799345,0
406068,7.8651544e-07,0
534061,0.9989304,1
1385373,2.426449e-07,0
1816828,1.0,1
559257,2.1178626e-09,0
644327,1.0,1
736013,1.7788761e-05,0
1928506,0.0070752227,0
243394,3.3661433e-08,0
1628072,0.99999833,1
629119,1.0,1
601757,2.4184537e-24,0
5923,0.9998018,1
2553391,1.0,1
499946,1.0,1
2894918,1.0,1
505786,0.7229654,1
1872018,1.0,1
535451,0.99634004,1
2063000,1.0,1
1597919,1.0,1
2996948,1.0,1
925674,0.99997175,1
2590075,1.0152389e-25,0
562846,3.471473e-08,0
2819146,0.008548218,0
411508,0.00016970612,0
1362943,1.0,1
2766208,0.0009552608,0
198412,1.0,1
27259,1.0,1
1121483,1.0,1
2203978,1.0,1
962536,9.919964e-06,0
733880,1.0,1
1204618,1.0,1
2123241,1.0,1
1628618,1.0,1
257586,4.5640545e-06,0
2880168,7.903986e-08,0
1923329,0.9999999,1
1817608,1.0,1
184165,6.809654e-25,0
123803,5.130929e-06,0
1193416,2.8011667e-13,0
2259821,0.0006508643,0
1237786,1.0,1
928932,0.99999976,1
2133474,1.0,1
202712,8.616536e-14,0
2743011,0.0048481966,0
25109,8.615511e-06,0
1097767,2.7449067e-05,0
533591,1.0,1
408154,2.3490125e-05,0
2060943,1.0,1
1385312,3.9756151e-13,0
676035,1.0972625e-09,0
1467546,1.0,1
182676,1.0,1
2573712,1.7369512e-08,0
1984162,1.0,1
1098161,1.0,1
417281,1.5052823e-13,0
751999,1.0,1
1997652,1.0,1
202475,0.0,0
2672633,1.2631352e-07,0
19062,1.0,1
196241,0.0006639504,0
190101,2.428601e-27,0
239801,1.0,1
415936,1.1222024e-05,0
1036860,4.2003225e-07,0
844645,1.7467609e-28,0
926660,0.0014942765,0
1257674,0.9997632,1
2185973,1.0,1
1191201,2.7770535e-12,0
220348,0.005204875,0
2557946,3.0663494e-14,0
6204,1.0,1
2649656,1.0,1
2559430,5.788385e-06,0
2662151,1.2958377e-07,0
1197739,6.3527756e-07,0
1310402,1.0,1
7955,3.6211963e-37,0
220627,0.0008220991,0
733676,1.0,1
2678476,1.0,1
412726,2.8703475e-05,0
2344099,5.7976526e-09,0
2816185,1.9126537e-06,0
7911,1.0,1
2515351,0.025637273,0
723496,0.0005031931,0
2206973,1.0,1
534430,1.2321532e-07,0
795264,0.001412189,0
182219,2.1187396e-20,0
1237361,3.8438243e-06,0
925569,0.99999976,1
176523,3.2058506e-06,0
1810449,1.3150075e-14,0
504942,2.8459084e-09,0
635818,1.0,1
2339435,1.0,1
2669455,1.0,1
1746416,1.0,1
2472829,4.4562308e-05,0
1901119,0.015101281,0
250855,0.002353246,0
1637624,1.0,1
1053463,1.0,1
2911524,6.0525025e-08,0
1069955,1.6483284e-05,0
2763098,0.012068284,0
418033,0.00021078593,0
742597,0.0002907274,0
1625677,1.0,1
2655356,1.5810102e-17,0
596976,1.0,1
1052604,2.6346132e-05,0
2057539,1.0,1
470699,4.2584563e-21,0
2557834,0.0,0
780415,1.0,1
621185,1.0,1
850349,9.1620305e-17,0
1199032,1.0,1
863044,1.0,1
527835,0.99962795,1
1317321,9.276672e-06,0
581168,1.7895404e-07,0
2057549,1.0,1
244243,1.0,1
418749,7.83917e-06,0
420678,0.9999993,1
823522,1.1100211e-35,0
2499570,1.0,1
811676,8.291602e-05,0
580003,1.0,1
228828,1.0266244e-05,0
772982,0.0005200613,0
1638002,1.0,1
221101,1.0,1
2435185,0.011656169,0
779786,1.0,1
416505,1.0,1
1636102,1.0,1
49105,0.000116072864,0
394965,1.0,1
10961,8.573078e-25,0
2637724,0.99999964,1
1628675,0.9991997,1
1328188,0.99999917,1
1885598,0.037817053,0
2185950,1.0,1
1446582,1.6357507e-07,0
470391,9.1999246e-17,0
1809280,1.0,1
607686,9.24644e-07,0
3002953,7.1115664e-09,0
2951986,1.8126844e-05,0
863974,0.14640923,1
1637649,1.0,1
2203911,1.0,1
386234,1.0,1
3000905,1.0,1
2904096,1.3051557e-09,0
181812,8.2462473e-19,0
2462016,1.0,1
649435,1.0,1
977740,1.0,1
1469290,1.0,1
2357336,1.6828944e-08,0
18980,2.4251209e-05,0
395660,0.9873905,1
150047,2.5952609e-20,0
3001483,1.0,1
1811691,1.0,1
350715,0.0025449246,0
783610,6.558993e-10,0
1997638,1.0,1
537438,1.0,1
250830,6.593707e-23,0
2655142,0.0,0
1039909,1.387773e-10,0
1901359,1.3591161e-06,0
266325,1.0,1
1191644,4.1479084e-10,0
580080,1.1965486e-05,0
453115,6.8485275e-07,0
2325353,0.00031067507,0
1467649,1.0,1
348868,1.0,1
1180020,1.0,1
975420,1.40894585e-08,0
5874,6.266192e-26,0
534901,0.00053917716,0
2261760,8.73371e-05,0
1383646,0.99980456,1
565572,1.0,1
2555315,3.5899414e-10,0
2296725,0.85515004,0
973726,0.9999999,1
421793,2.5104706e-05,0
1400040,0.9658098,1
2666201,1.3060101e-06,0
2260887,0.0045660962,0
220676,0.00024262253,0
1900513,0.00051101134,0
581214,1.0,1
733975,1.0,1
6185,0.9999989,1
8605,1.0,1
1625615,0.44930866,0
2460298,1.0,1
803013,1.0,1
527829,0.00049411313,0
798643,2.4868518e-09,0
399826,0.99992514,1
2341254,2.7727438e-13,0
1467345,2.0456841e-06,0
1810434,1.0,1
639524,0.9983719,1
1089648,0.99999905,1
2346631,0.00016575879,0
855702,5.530313e-05,0
1362977,0.99962807,1
512974,1.0,1
2585019,1.886167e-14,0
2740987,1.2120959e-05,0
2895533,1.0,1
7365,7.6044316e-32,0
735218,1.0,1
325256,1.0,1
401582,0.99892753,1
845223,3.1105974e-06,0
2057537,1.0,1
1874556,1.0,1
211810,1.0,1
415767,8.599849e-06,0
580280,2.2099973e-23,0
977796,1.0,1
2563189,7.442534e-08,0
160611,0.0001362052,0
1469311,1.0,1
1069504,1.5128394e-07,0
1333581,0.9836044,1
736010,1.0,1
2341112,3.912936e-06,0
1998967,1.0,1
2671027,1.0,1
248410,2.283229e-25,0
253773,8.131322e-20,0
2911319,4.6739674e-06,0
202683,3.590425e-05,0
413435,1.0,1
1351063,0.004079194,0
2760076,1.7966967e-06,0
140961,6.66688e-15,0
781180,1.0,1
417317,0.9985355,1
792119,6.6306347e-06,0
786947,1.0,1
2489130,4.102458e-31,0
2151493,1.0,1
2996809,2.7668587e-13,0
926979,1.0,1
532123,0.9999999,1
1300218,1.0,1
2777908,1.0257769e-05,0
1811214,2.109731e-20,0
1222061,0.9999871,1
396279,0.9950014,1
1917856,1.0,1
925657,1.0,1
2656684,1.0,1
2298824,4.549747e-07,0
2293319,1.0,1
10867,2.3582031e-06,0
2752990,0.0077372324,0
2996946,1.470621e-23,0
248010,2.7305597e-12,0
835782,0.00017965093,0
537433,0.9999999,1
1107291,1.0,1
3000879,1.0,1
6873,1.0,1
140840,4.1405632e-11,0
2651234,0.9992907,1
